,F0semitoneFrom27.5Hz_sma3nz_trend,F0semitoneFrom27.5Hz_sma3nz_trend_r2,F0semitoneFrom27.5Hz_sma3nz_shape,F0semitoneFrom27.5Hz_sma3nz_first,F0semitoneFrom27.5Hz_sma3nz_last,F0semitoneFrom27.5Hz_sma3nz_first_last_ratio
0,-0.016801261201915683,0.029380692040855604,-0.00027929828538074224,0.0,0.0,0
