file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
./testing/chicken.wav,0 days 00:00:03.130000,0 days 00:00:03.150000,0.036546838,-4.7071953,12.060166,0.073051184,-0.0047483216,0.0032615557,8.358939,5.673491,7.7378917,11.732666,0.0,0.0,0.0,0.0,0.0,0.0,455.12338,912.8593,-201.0,1487.796,511.9628,-201.0,2632.282,611.21497,-201.0
./testing/chicken.wav,0 days 00:00:03.140000,0 days 00:00:03.160000,0.042332888,-4.147448,11.375928,0.05892685,-0.007660473,0.002902907,6.9111733,6.2828794,6.473432,12.543696,0.0,0.0,0.0,0.0,0.0,0.0,483.61368,823.6125,-201.0,1531.1854,467.3594,-201.0,2713.1404,591.4232,-201.0
./testing/chicken.wav,0 days 00:00:03.150000,0 days 00:00:03.170000,0.048360333,-2.2670507,8.470925,0.060111593,-0.011040845,0.003401764,3.6671276,7.811367,4.632697,10.613532,0.0,0.0,0.0,0.0,0.0,0.0,472.79947,766.4426,-201.0,1521.355,338.10995,-201.0,2707.3682,400.339,-201.0
./testing/chicken.wav,0 days 00:00:03.160000,0 days 00:00:03.180000,0.05413781,-0.9577486,6.717152,0.06950083,-0.009933977,0.0042077308,1.7580162,8.499633,3.011041,8.799256,0.0,0.0,0.0,0.0,0.0,0.0,453.45395,832.7703,-201.0,1503.8817,309.01294,-201.0,2703.864,382.4232,-201.0
./testing/chicken.wav,0 days 00:00:03.170000,0 days 00:00:03.190000,0.057323884,1.354414,4.3325505,0.08845203,-0.009786286,0.0051620514,-1.2678597,8.2331915,1.4691671,7.5665765,0.0,0.0,0.0,0.0,0.0,0.0,455.10892,813.0164,-201.0,1468.764,284.08093,-201.0,2688.0125,338.3386,-201.0
./testing/chicken.wav,0 days 00:00:03.180000,0 days 00:00:03.200000,0.057318497,1.5399103,5.564877,0.08152904,-0.0060971403,0.0050102547,-1.029961,6.972643,4.104538,11.66397,0.0,0.0,0.0,0.0,0.0,0.0,465.89127,919.6525,-201.0,1438.8999,358.5577,-201.0,2665.6765,537.828,-201.0
./testing/chicken.wav,0 days 00:00:03.190000,0 days 00:00:03.210000,0.05494605,0.51574516,6.71739,0.06615003,-0.0032484056,0.004199762,-1.1287364,8.0383005,6.537333,13.07861,0.0,0.0,0.0,0.0,0.0,0.0,470.83847,975.39386,-201.0,1422.2938,380.2377,-201.0,2616.4578,629.11456,-201.0
./testing/chicken.wav,0 days 00:00:03.200000,0 days 00:00:03.220000,0.054762345,0.53348774,6.0254993,0.06869006,-0.0030815592,0.0034862403,-0.41953135,7.3942847,8.79856,15.382889,0.0,0.0,0.0,0.0,0.0,0.0,456.5414,1027.9843,-201.0,1410.2838,366.4114,-201.0,2582.459,722.1401,-201.0
./testing/chicken.wav,0 days 00:00:03.210000,0 days 00:00:03.230000,0.06019768,0.5334421,5.335127,0.05526348,-0.0014198577,0.0039204913,-1.6946559,7.699972,7.7017903,18.230556,0.0,0.0,0.0,0.0,0.0,0.0,453.81482,1074.6462,-201.0,1398.1396,378.74,-201.0,2584.3425,721.3571,-201.0
./testing/chicken.wav,0 days 00:00:03.220000,0 days 00:00:03.240000,0.06604445,2.6972678,2.3338661,0.07042709,0.0015591756,0.0046866387,-3.8828573,7.2725263,6.2638316,19.216684,0.0,0.0,0.0,0.0,0.0,0.0,452.83212,1018.987,-201.0,1396.2163,341.6792,-201.0,2593.1575,622.9462,-201.0
./testing/chicken.wav,0 days 00:00:03.230000,0 days 00:00:03.250000,0.07099096,3.8828328,2.19892,0.07696782,0.0034566233,0.0053830575,-4.111664,6.7029624,4.41751,22.15419,0.0,0.0,0.0,0.0,0.0,0.0,507.08386,1699.2106,-201.0,1388.754,432.34927,-201.0,2670.4788,568.25616,-201.0
./testing/chicken.wav,0 days 00:00:03.240000,0 days 00:00:03.260000,0.0732468,3.8145304,1.0400882,0.08598722,2.8173128e-05,0.006475827,-4.149563,8.894509,3.1935637,17.766085,0.0,0.0,0.0,0.0,0.0,0.0,496.4397,1642.6022,-201.0,1430.9738,397.45743,-201.0,2732.4304,343.76505,-201.0
./testing/chicken.wav,0 days 00:00:03.250000,0 days 00:00:03.270000,0.07244261,2.0468082,3.1153257,0.07935188,-0.00067861733,0.006592546,-3.7511585,11.366103,5.647529,17.028551,0.0,0.0,0.0,0.0,0.0,0.0,758.4814,1527.3475,-201.0,1553.8412,719.3381,-201.0,2786.4773,272.71472,-201.0
./testing/chicken.wav,0 days 00:00:03.260000,0 days 00:00:03.280000,0.0687582,-0.15213688,5.0545783,0.0568109,-0.0035609098,0.0064494633,-4.3737626,13.004124,6.986876,11.831691,0.0,0.0,0.0,0.0,0.0,0.0,730.9482,820.9141,-201.0,1603.0519,667.5025,-201.0,2775.2256,206.63377,-201.0
./testing/chicken.wav,0 days 00:00:03.270000,0 days 00:00:03.290000,0.0649906,0.34523633,7.5074563,0.06436843,-0.0023991072,0.0055707046,-3.6694756,10.439732,5.911474,11.553756,0.0,0.0,0.0,0.0,0.0,0.0,746.8283,717.81885,-201.0,1603.0508,668.84564,-201.0,2765.7068,354.3082,-201.0
./testing/chicken.wav,0 days 00:00:03.280000,0 days 00:00:03.300000,0.061021645,0.026284656,8.953309,0.05546519,-0.006774464,0.0051815514,-1.4572102,8.226185,4.555356,9.155885,0.0,0.0,0.0,0.0,0.0,0.0,495.12613,776.71075,-201.0,1503.1884,348.4712,-201.0,2727.7734,428.2854,-201.0
./testing/chicken.wav,0 days 00:00:03.290000,0 days 00:00:03.310000,0.061691016,1.3354859,4.652359,0.07355016,-0.0061344584,0.005755468,-0.033997014,8.024221,5.7555184,5.6597786,0.0,0.0,0.0,0.0,0.0,0.0,453.45508,892.3538,-201.0,1484.3926,330.41522,-201.0,2730.8274,515.16345,-201.0
./testing/chicken.wav,0 days 00:00:03.300000,0 days 00:00:03.320000,0.059490908,3.2990866,-0.6468773,0.07440007,-0.0036807824,0.0055592186,-0.70111936,5.9644103,8.125351,1.6592642,0.0,0.0,0.0,0.0,0.0,0.0,464.47778,923.284,-201.0,1489.046,370.38718,-201.0,2773.9836,401.36166,-201.0
./testing/chicken.wav,0 days 00:00:03.310000,0 days 00:00:03.330000,0.056610346,5.06572,-3.8362114,0.08485805,-0.0003209506,0.005707377,-1.3370754,4.7372546,10.822617,0.4349915,0.0,0.0,0.0,0.0,0.0,0.0,466.7256,1016.7059,-201.0,1460.2603,365.28653,-201.0,2789.0042,293.5087,-201.0
./testing/chicken.wav,0 days 00:00:03.320000,0 days 00:00:03.340000,0.04813924,4.4515123,1.014926,0.07274503,0.0018856502,0.0049314857,-0.12091295,1.2891097,8.787509,2.6594207,0.0,0.0,0.0,0.0,0.0,0.0,473.55298,960.8742,-201.0,1458.2197,394.4497,-201.0,2813.7832,324.5307,-201.0
